strategy,gene,median_IgAN,median_IgAVN,median_difference_IgAN_minus_IgAVN,raw_p,cliffs_delta_IgAN_vs_IgAVN,FDR_within_strategy,predefined_focus_gene
raw_log2,B3GAT1,2.0,2.807354922057604,-0.8073549220576042,0.010101010101010102,-0.9142857142857143,0.14329966329966332,False
raw_log2,PLA2G2E,2.0,3.169925001442312,-1.1699250014423122,0.10606060606060606,-0.6285714285714286,0.23030303030303031,False
raw_log2,HLA-DRB3,10.018200178813226,10.742309436084,-0.7241092572707739,0.3434343434343435,-0.37142857142857144,0.45791245791245794,False
raw_log2,CD3E,4.523561956057013,4.321928094887363,0.20163386116965043,1.0,-0.05714285714285714,1.0,False
raw_log2,PRF1,4.247927513443585,5.129283016944966,-0.8813555035013811,0.20202020202020204,-0.4857142857142857,0.3190345008526827,False
raw_log2,BCL6,5.700439718141092,8.707359132080883,-3.0069194139397917,0.010101010101010102,-0.8857142857142857,0.14329966329966332,False
raw_log2,CD79A,5.491853096329675,3.4594316186372973,2.0324214776923775,0.638888888888889,0.2,0.7329140461215933,False
raw_log2,PYCARD,4.0,4.584962500721156,-0.5849625007211561,0.20202020202020204,-0.4857142857142857,0.3190345008526827,False
raw_log2,CYBB,6.426264754702098,7.727920454563199,-1.3016556998611009,0.4318181818181819,-0.3142857142857143,0.546969696969697,False
raw_log2,CD53,7.066089190457772,7.483815777264256,-0.41772658680648433,0.4318181818181819,-0.3142857142857143,0.546969696969697,False
raw_log2,CR1,4.643856189774724,6.491853096329675,-1.8479969065549504,0.07323232323232323,-0.6857142857142857,0.20424427763877306,False
raw_log2,MBP,6.643856189774724,8.870364719583405,-2.2265085298086804,0.030303030303030304,-0.7714285714285715,0.14622414622414623,False
raw_log2,EOMES,2.321928094887362,3.0,-0.6780719051126378,0.04797979797979798,-0.7428571428571429,0.1676535469638918,False
raw_log2,MR1,4.247927513443585,4.523561956057013,-0.27563444261342784,0.148989898989899,-0.5428571428571428,0.27121514546664255,False
raw_log2,NOTCH1,7.0,8.912889336229961,-1.912889336229961,0.07323232323232323,-0.6571428571428571,0.20424427763877306,False
